id,level,thai,roman,hebrew,english,tone,source,cleaned,syllables,detector_tones,new_tone,method
uv19_0198,3,เนื้อ,neu-a,בשר / בקר,meat / beef,not_drilled,"תומר 5,csv.txt",เนื้อ,เนื้อ,h,high,word_tokenize_then_detector_consensus
uv19_0199,1,ไก่,gai,עוף,chicken,not_drilled,"תומר 6,csv.txt",ไก่,ไก่,l,low,word_tokenize_then_detector_consensus
uv19_0200,1,หมู,moo,חזיר,pork / pig,not_drilled,"תומר 6,csv.txt",หมู,หมู,r,rising,word_tokenize_then_detector_consensus
uv19_0201,1,ปลา,bpaa,דג,fish,not_drilled,"תומר 6,csv.txt",ปลา,ปลา,m,mid,word_tokenize_then_detector_consensus
uv19_0202,1,กุ้ง,goong,שרימפס,shrimp,not_drilled,"תומר 6,csv.txt",กุ้ง,กุ้ง,f,falling,word_tokenize_then_detector_consensus
uv19_0203,1,ปู,puu,סרטן,crab,not_drilled,"תומר 6,csv.txt",ปู,ปู,m,mid,word_tokenize_then_detector_consensus
uv19_0204,1,ไข่,kai,ביצה,egg,not_drilled,"תומר 6,csv.txt",ไข่,ไข่,l,low,word_tokenize_then_detector_consensus
uv19_0205,3,ไข่ดาว,kai-dao,ביצת עין,fried egg,not_drilled,"תומר 6,csv.txt",ไข่ดาว,ไข่|ดาว,l|m,low-mid,word_tokenize_then_detector_consensus
uv19_0206,3,ไข่เจียว,kai-jeaw,חביתה,omelette,not_drilled,"תומר 6,csv.txt",ไข่เจียว,ไข่|เจียว,l|m,low-mid,word_tokenize_then_detector_consensus
uv19_0207,1,ผัก,pak,ירקות,vegetables,not_drilled,"תומר 6,csv.txt",ผัก,ผัก,l,low,word_tokenize_then_detector_consensus
uv19_0208,4,ผลไม้,pon-la-mai,פירות,fruit,not_drilled,"תומר 6,csv.txt",ผลไม้,ผน|ละ|ไม้,r|h|h,rising-high-high,word_tokenize_then_detector_consensus
uv19_0209,1,ส้ม,som,תפוז,orange,not_drilled,"תומר 6,csv.txt",ส้ม,ส้ม,f,falling,word_tokenize_then_detector_consensus
uv19_0210,3,มะม่วง,ma-muang,מנגו,mango,not_drilled,"תומר 6,csv.txt",มะม่วง,มะ|ม่วง,h|f,high-falling,word_tokenize_then_detector_consensus
uv19_0211,3,มะพร้าว,ma-prao,קוקוס,coconut,not_drilled,"תומר 6,csv.txt",มะพร้าว,มะ|พฺร้าว,h|h,high-high,word_tokenize_then_detector_consensus
uv19_0212,1,กล้วย,gluay,בננה,banana,not_drilled,"תומר 6,csv.txt",กล้วย,กล้วย,f,falling,word_tokenize_then_detector_consensus
uv19_0213,4,สับปะรด,sup-pa-rot,אננס,pineapple,not_drilled,"תומר 6,csv.txt",สับปะรด,สับ|ปะ|รด,l|l|f,low-low-falling,word_tokenize_then_detector_consensus
uv19_0215,3,น้ำแข็ง,nam-kaeng,קרח,ice,not_drilled,"תומר 6,csv.txt",น้ำแข็ง,น้าม|แข็ง,h|r,high-rising,word_tokenize_then_detector_consensus
uv19_0216,3,น้ำส้ม,nam-som,מיץ תפוזים,orange juice,not_drilled,"תומר 6,csv.txt",น้ำส้ม,น้าม|ส้ม,h|f,high-falling,word_tokenize_then_detector_consensus
uv19_0217,3,กาแฟ,ga-fe,קפה,coffee,not_drilled,"תומר 6,csv.txt",กาแฟ,กา|แฟ,m|f,mid-falling,word_tokenize_then_detector_consensus
uv19_0218,1,นม,nom,חלב,milk,not_drilled,"תומר 6,csv.txt",นม,นม,m,mid,word_tokenize_then_detector_consensus
uv19_0219,1,เบียร์,beer,בירה,beer,not_drilled,"תומר 6,csv.txt",เบียร์,เบีย,m,mid,word_tokenize_then_detector_consensus
uv19_0220,1,เหล้า,lao,אלכוהול / וויסקי,alcohol / whiskey,not_drilled,"תומר 6,csv.txt",เหล้า,เหล้า,f,falling,word_tokenize_then_detector_consensus
uv19_0221,1,กับ,gap,עם,with,not_drilled,"תומר 6,csv.txt",กับ,กับ,l,low,word_tokenize_then_detector_consensus
uv19_0222,1,เอา,ao,רוצה / לקחת,want / take,not_drilled,"תומר 6,csv.txt",เอา,เอา,m,mid,word_tokenize_then_detector_consensus
uv19_0223,3,ไม่เอา,mai ao,לא רוצה,do not want,not_drilled,"תומר 6,csv.txt",ไม่เอา,ไม่|เอา,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0224,4,เอาอันนี้,ao-an-nii,רוצה את זה,want this one,not_drilled,"תומר 6,csv.txt",เอาอันนี้,เอา|อัน|นี้,m|l|h,mid-low-high,word_tokenize_then_detector_consensus
uv19_0225,1,เรือ,reua,סירה,boat,not_drilled,"תומר 6,csv.txt",เรือ,เรือ,m,mid,word_tokenize_then_detector_consensus
uv19_0226,3,เรือบิน,reua-bin,מטוס,airplane,not_drilled,"תומר 6,csv.txt",เรือบิน,เรือ|บิน,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0227,1,รถ,rot,מכונית,car / vehicle,not_drilled,"תומר 6,csv.txt",รถ,รด,f,falling,word_tokenize_then_detector_consensus
uv19_0228,3,รถเมล์,rot-mae,אוטובוס,bus,not_drilled,"תומר 6,csv.txt",รถเมล์,รด|เม,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0229,3,รถไฟ,rot-fai,רכבת,train,not_drilled,"תומר 6,csv.txt",รถไฟ,รด|ไฟ,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0230,4,มอเตอร์ไซค์,mo-dtu-sai,אופנוע,motorbike,not_drilled,"תומר 6,csv.txt",มอเตอร์ไซค์,มอ|เต้อ|ไซ,m|f|m,mid-falling-mid,word_tokenize_then_detector_consensus
uv19_0231,4,จักรยาน,jak-kra-yaan,אופניים,bicycle,not_drilled,"תומר 6,csv.txt",จักรยาน,จัก|กฺระ|ยาน,l|l|m,low-low-mid,word_tokenize_then_detector_consensus
uv19_0232,1,เดิน,doen,ללכת ברגל,walk,not_drilled,"תומר 6,csv.txt",เดิน,เดิน,m,mid,word_tokenize_then_detector_consensus
uv19_0233,1,วิ่ง,wing,לרוץ,run,not_drilled,"תומר 6,csv.txt",วิ่ง,วิ่ง,f,falling,word_tokenize_then_detector_consensus
uv19_0234,1,สวย,suay,יפה,beautiful,not_drilled,"תומר 6,csv.txt",สวย,สวย,r,rising,word_tokenize_then_detector_consensus
uv19_0235,3,น่ารัก,naa-rak,חמוד,cute,not_drilled,"תומר 6,csv.txt",น่ารัก,น่า|รัก,f|h,falling-high,word_tokenize_then_detector_consensus
uv19_0236,1,หล่อ,lor,חתיך,handsome,not_drilled,"תומר 6,csv.txt",หล่อ,หล่อ,l,low,word_tokenize_then_detector_consensus
uv19_0237,1,เตี้ย,dtia,נמוך,short,not_drilled,"תומר 6,csv.txt",เตี้ย,เตี้ย,f,falling,word_tokenize_then_detector_consensus
uv19_0238,1,สูง,soong,גבוה,tall,not_drilled,"תומר 6,csv.txt",สูง,สูง,r,rising,word_tokenize_then_detector_consensus
uv19_0239,3,อ้วน,u-an,שמן (גוף),fat / overweight,not_drilled,"תומר 7,csv.txt",อ้วน,อ้วน,f,falling,word_tokenize_then_detector_consensus
uv19_0240,1,ผอม,pom,רזה,thin,not_drilled,"תומר 7,csv.txt",ผอม,ผอม,r,rising,word_tokenize_then_detector_consensus
uv19_0241,1,ใหญ่,yai,גדול,big,not_drilled,"תומר 7,csv.txt",ใหญ่,ใหย่,l,low,word_tokenize_then_detector_consensus
uv19_0242,1,เล็ก,lek,קטן,small,not_drilled,"תומר 7,csv.txt",เล็ก,เล็ก,f,falling,word_tokenize_then_detector_consensus
uv19_0243,1,เหงา,ngao,בודד,lonely,not_drilled,"תומר 7,csv.txt",เหงา,,,rising,manual_review_exception
uv19_0244,3,เสียใจ,sia-jai,עצוב,sad / sorry,not_drilled,"תומר 7,csv.txt",เสียใจ,เสีย|ไจ,r|m,rising-mid,word_tokenize_then_detector_consensus
uv19_0245,3,ดีใจ,dii-jai,שמח,happy,not_drilled,"תומר 7,csv.txt",ดีใจ,ดี|ใจ,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0246,1,โกรธ,grote,כועס,angry,not_drilled,"תומר 7,csv.txt",โกรธ,โกฺรด,l,low,word_tokenize_then_detector_consensus
uv19_0247,1,กลัว,glua,מפחד,afraid,not_drilled,"תומר 7,csv.txt",กลัว,,,mid,manual_review_exception
uv19_0248,3,ตกใจ,dtok-jai,מופתע / בהלם,shocked / startled,not_drilled,"תומר 7,csv.txt",ตกใจ,ตก|ไจ,l|m,low-mid,word_tokenize_then_detector_consensus
uv19_0249,1,งง,ngong,מבולבל,confused,not_drilled,"תומר 7,csv.txt",งง,งง,m,mid,word_tokenize_then_detector_consensus
uv19_0250,3,มั่นใจ,man-jai,בטוח בעצמי,confident,not_drilled,"תומר 7,csv.txt",มั่นใจ,มั่น|ไจ,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0251,4,น่าเข้าใจ,naa-kao-jai,מובן,understandable,not_drilled,"תומר 7,csv.txt",น่าเข้าใจ,น่า|เข้า|ไจ,f|f|m,falling-falling-mid,word_tokenize_then_detector_consensus
uv19_0252,4,ไม่เข้าใจ,mai-kao-jai,לא מבין,do not understand,not_drilled,"תומר 7,csv.txt",ไม่เข้าใจ,ไม่|เข้า|ไจ,f|f|m,falling-falling-mid,word_tokenize_then_detector_consensus
uv19_0253,5,เข้าใจไหม,kao-jai mai?,מבין?,Do you understand?,not_drilled,"תומר 7,csv.txt",เข้าใจไหม,เข้า|ไจ|ไหม,f|m|r,falling-mid-rising,word_tokenize_then_detector_consensus
uv19_0254,4,เข้าใจแล้ว,kao-jai leaw,הבנתי כבר,understood already,not_drilled,"תומר 7,csv.txt",เข้าใจแล้ว,เข้า|ไจ|แล้ว,f|m|h,falling-mid-high,word_tokenize_then_detector_consensus
uv19_0255,1,รัก,rak,אוהב,love,not_drilled,"תומר 7,csv.txt",รัก,รัก,h,high,word_tokenize_then_detector_consensus
uv19_0256,1,เกลียด,gliad,שונא,hate,not_drilled,"תומר 7,csv.txt",เกลียด,เกฺลียด,l,low,word_tokenize_then_detector_consensus
uv19_0257,3,เห็นด้วย,hen-duai,מסכים,agree,not_drilled,"תומר 7,csv.txt",เห็นด้วย,เห็น|ด้วย,r|f,rising-falling,word_tokenize_then_detector_consensus
uv19_0258,4,ไม่เห็นด้วย,mai-hen-duai,לא מסכים,disagree,not_drilled,"תומר 7,csv.txt",ไม่เห็นด้วย,ไม่|เห็น|ด้วย,f|r|f,falling-rising-falling,word_tokenize_then_detector_consensus
uv19_0259,3,จริง ๆ,jing-jing,באמת,really,not_drilled,"תומר 7,csv.txt",จริง ๆ,,,mid-mid,manual_review_exception
uv19_0260,1,ลอง,long,לנסות,try,not_drilled,"תומר 7,csv.txt",ลอง,ลอง,m,mid,word_tokenize_then_detector_consensus
uv19_0261,1,ดู,duu,לראות / להסתכל,look / watch,not_drilled,"תומר 7,csv.txt",ดู,ดู,m,mid,word_tokenize_then_detector_consensus
uv19_0262,1,ฟัง,fang,להקשיב,listen,not_drilled,"תומר 7,csv.txt",ฟัง,ฟัง,m,mid,word_tokenize_then_detector_consensus
uv19_0263,1,ดม,dom,להריח,smell,not_drilled,"תומר 7,csv.txt",ดม,ดม,m,mid,word_tokenize_then_detector_consensus
uv19_0264,1,ชิม,chim,לטעום,taste,not_drilled,"תומר 7,csv.txt",ชิม,ชิม,m,mid,word_tokenize_then_detector_consensus
uv19_0265,1,จำ,jum,לזכור,remember,not_drilled,"תומר 7,csv.txt",จำ,จำ,m,mid,word_tokenize_then_detector_consensus
uv19_0266,1,เคย,keey,להתרגל / פעם...,ever / used to,not_drilled,"תומר 7,csv.txt",เคย,เคย,m,mid,word_tokenize_then_detector_consensus
uv19_0267,1,เที่ยว,teaw,לטייל / לבלות,travel / hang out,not_drilled,"תומר 7,csv.txt",เที่ยว,เที่ยว,f,falling,word_tokenize_then_detector_consensus
uv19_0268,1,รอ,raw,לחכות,wait,not_drilled,"תומר 7,csv.txt",รอ,รอ,m,mid,word_tokenize_then_detector_consensus
uv19_0269,1,ซื้อ,suu,לקנות,buy,not_drilled,"תומר 7,csv.txt",ซื้อ,ซื้อ,h,high,word_tokenize_then_detector_consensus
uv19_0270,1,ขาย,kaai,למכור,sell,not_drilled,"תומר 7,csv.txt",ขาย,ขาย,r,rising,word_tokenize_then_detector_consensus
uv19_0271,1,ให้,hai,לתת / עבור,give / for,not_drilled,"תומר 7,csv.txt",ให้,ไห้,f,falling,word_tokenize_then_detector_consensus
uv19_0272,3,ช่วย,choo-ay,לעזור,help,not_drilled,"תומר 7,csv.txt",ช่วย,ช่วย,f,falling,word_tokenize_then_detector_consensus
uv19_0273,1,บอก,bork,להגיד / לספר,tell,not_drilled,"תומר 7,csv.txt",บอก,บอก,l,low,word_tokenize_then_detector_consensus
uv19_0274,1,ถาม,tam,לשאול,ask,not_drilled,"תומר 7,csv.txt",ถาม,ถาม,r,rising,word_tokenize_then_detector_consensus
uv19_0275,1,ยิ้ม,yim,לחייך,smile,not_drilled,"תומר 7,csv.txt",ยิ้ม,ยิ้ม,h,high,word_tokenize_then_detector_consensus
uv19_0285,3,ตื่นเต้น,dteun-dten,מתרגש,excited,not_drilled,"תומר 8,csv.txt",ตื่นเต้น,ตื่น|เต้น,l|f,low-falling,word_tokenize_then_detector_consensus
uv19_0311,3,หมู่,muu,קבוצה / כפר / חבורה,group / village / category,not_drilled,"תומר 8,csv.txt",หมู่,หฺมู่,l,low,word_tokenize_then_detector_consensus
uv19_0315,1,ผ้า,paa,בד / בגד,cloth / fabric / clothing,not_drilled,"תומר 8,csv.txt",ผ้า,พ่า,f,falling,word_tokenize_then_detector_consensus
uv19_0322,2,ตื่น,dteun,להתעורר,wake up,not_drilled,"אלמוג 1,CSV.txt",ตื่น,ตื่น,l,low,word_tokenize_then_detector_consensus
uv19_0328,3,ปลาหมึก,bpla-meuk,דיונון,squid,not_drilled,"אלמוג 1,CSV.txt",ปลาหมึก,ปฺลา|หฺมึก,m|l,mid-low,word_tokenize_then_detector_consensus
uv19_0331,5,ยังไง,yang-ngai,איך?,how?,not_drilled,"אלמוג 1,CSV.txt",ยังไง,ยัง|ไง,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0340,4,แต่เช้า,dtae-chao,לפנות בוקר / מוקדם בבוקר,early in the morning,not_drilled,אלמוג 5(2).apkg,แต่เช้า,แต่|เช้า,l|h,low-high,word_tokenize_then_detector_consensus
uv19_0341,3,ตอนเช้า,dton-chao,בבוקר,morning / in the morning,not_drilled,אלמוג 5(2).apkg,ตอนเช้า,ตอน|เช้า,m|h,mid-high,word_tokenize_then_detector_consensus
uv19_0342,4,ตอนสาย,dton-saai,מאוחר בבוקר,late morning,not_drilled,אלמוג 5(2).apkg,ตอนสาย,ตอน|สาย,m|r,mid-rising,word_tokenize_then_detector_consensus
uv19_0343,3,ตอนเที่ยง,dton-tiang,בצהריים,noon / midday,not_drilled,אלמוג 5(2).apkg,ตอนเที่ยง,ตอน|เที่ยง,m|f,mid-falling,word_tokenize_then_detector_consensus
uv19_0344,3,ตอนบ่าย,dton-baai,אחר הצהריים,afternoon,not_drilled,אלמוג 5(2).apkg,ตอนบ่าย,ตอน|บ่าย,m|l,mid-low,word_tokenize_then_detector_consensus
uv19_0345,3,ตอนเย็น,dton-yen,בערב,evening,not_drilled,אלמוג 5(2).apkg,ตอนเย็น,ตอน|เย็น,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0346,4,ตอนกลางคืน,dton-glaang-kheun,בלילה,night / at night,not_drilled,אלמוג 5(2).apkg,ตอนกลางคืน,,,mid-mid-mid,manual_review_exception
uv19_0347,4,ตอนดึก,dton-deuk,מאוחר בלילה,late at night,not_drilled,אלמוג 5(2).apkg,ตอนดึก,ตอน|ดึก,m|l,mid-low,word_tokenize_then_detector_consensus
uv19_0348,3,เห็นด้วย,hen-duai,להסכים,agree,not_drilled,אלמוג 5(2).apkg,เห็นด้วย,เห็น|ด้วย,r|f,rising-falling,word_tokenize_then_detector_consensus
uv19_0349,5,เห็นไหม,hen mai?,רואה?,Do you see?,not_drilled,אלמוג 5(2).apkg,เห็นไหม,เห็น|ไหม,r|r,rising-rising,word_tokenize_then_detector_consensus
uv19_0350,5,เห็นด้วยไหม,hen-duai mai?,האם אתה מסכים?,Do you agree?,not_drilled,אלמוג 5(2).apkg,เห็นด้วยไหม,เห็น|ด้วย|ไหม,r|f|r,rising-falling-rising,word_tokenize_then_detector_consensus
uv19_0351,1,ยืน,yuen,לעמוד,stand,not_drilled,אלמוג 5(2).apkg,ยืน,ยืน,m,mid,word_tokenize_then_detector_consensus
uv19_0352,1,นั่ง,nang,לשבת,sit,not_drilled,אלמוג 5(2).apkg,นั่ง,นั่ง,f,falling,word_tokenize_then_detector_consensus
uv19_0353,1,เดิน,dern,ללכת,walk,not_drilled,אלמוג 5(2).apkg,เดิน,เดิน,m,mid,word_tokenize_then_detector_consensus
uv19_0354,1,ข้าม,khaam,לדלג,cross / skip over,not_drilled,אלמוג 5(2).apkg,ข้าม,ข้าม,f,falling,word_tokenize_then_detector_consensus
uv19_0355,4,ไม่ไหว,mai wai,לא יכול / לא מסוגל / לא עומד בזה,cannot handle it / cannot manage,not_drilled,אלמוג 5(2).apkg,ไม่ไหว,ไม่|หวัย,f|r,falling-rising,word_tokenize_then_detector_consensus
uv19_0356,4,ไม่ต้องห่วง,mai dtong huang,אל תדאג / אין מה לדאוג,do not worry,not_drilled,אלמוג 5(2).apkg,ไม่ต้องห่วง,ไม่|ต้อง|หว่ง,f|f|l,falling-falling-low,word_tokenize_then_detector_consensus
uv19_0357,4,ไม่สนใจ,mai son jai,לא מעוניין / לא אכפת,not interested / do not care,not_drilled,אלמוג 5(2).apkg,ไม่สนใจ,ไม่|สน|ใจ,f|r|m,falling-rising-mid,word_tokenize_then_detector_consensus
uv19_0358,4,ไม่มีอะไร,mai mee a-rai,אין כלום,there is nothing / nothing,not_drilled,אלמוג 5(2).apkg,ไม่มีอะไร,ไม่|มี|อะ|ไร,f|m|l|m,falling-mid-low-mid,word_tokenize_then_detector_consensus
uv19_0359,3,ไม่ต้อง,mai dtong,לא צריך / אין צורך,do not need,not_drilled,אלמוג 5(2).apkg,ไม่ต้อง,ไม่|ต้อง,f|f,falling-falling,word_tokenize_then_detector_consensus
uv19_0360,4,ไม่มีปัญหา,mai mee pan-haa,אין בעיה,no problem,not_drilled,אלמוג 5(2).apkg,ไม่มีปัญหา,ไม่|มี|ปัน|หา,f|m|m|r,falling-mid-mid-rising,word_tokenize_then_detector_consensus
uv19_0361,4,ไม่มีทาง,mâi mee taang,אין מצב / אין סיכוי,no way,not_drilled,אלמוג 5(2).apkg,ไม่มีทาง,ไม่|มี|ทาง,f|m|m,falling-mid-mid,word_tokenize_then_detector_consensus
uv19_0362,5,ว่าไง,wâa ngai,מה קורה? / מה נשמע?,what’s up?,not_drilled,אלמוג 5(2).apkg,ว่าไง,ว่า|ไง,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0363,4,ไม่เก็ทอะ,mâi get à,אני לא מבין / לא קולט,I do not get it,not_drilled,אלמוג 5(2).apkg,ไม่เก็ทอะ,ไม่|เก็ด|อะ,f|l|l,falling-low-low,word_tokenize_then_detector_consensus
uv19_0364,5,แล้วไง,láew ngai,אז מה?,so what?,not_drilled,אלמוג 5(2).apkg,แล้วไง,แล้ว|ไง,h|m,high-mid,word_tokenize_then_detector_consensus
uv19_0365,3,คิดว่า,khít wâa,לחשוב ש...,think that,not_drilled,אלמוג 5(2).apkg,คิดว่า,คิด|ว่า,h|f,high-falling,word_tokenize_then_detector_consensus
uv19_0366,3,พูดว่า,phuut waa,לומר ש...,say that...,not_drilled,אלמוג 5(2).apkg,พูดว่า,พูด|ว่า,f|f,falling-falling,word_tokenize_then_detector_consensus
uv19_0367,3,บอกว่า,bòk wâa,לספר / להגיד ש...,tell / say that,not_drilled,אלמוג 5(2).apkg,บอกว่า,,,low-falling,manual_review_exception
uv19_0368,4,รู้สึกว่า,rúu sèuk wâa,להרגיש ש...,feel that,not_drilled,אלמוג 5(2).apkg,รู้สึกว่า,รู้|สึก|ว่า,h|l|f,high-low-falling,word_tokenize_then_detector_consensus
uv19_0369,3,เพราะว่า,phróh wâa,בגלל ש...,because,not_drilled,אלמוג 5(2).apkg,เพราะว่า,เพฺราะ|ว่า,h|f,high-falling,word_tokenize_then_detector_consensus
uv19_0370,4,ได้ยินว่า,dai-yin waa,לשמוע ש...,hear that...,not_drilled,אלמוג 5(2).apkg,ได้ยินว่า,ด้าย|ยิน|ว่า,f|m|f,falling-mid-falling,word_tokenize_then_detector_consensus
uv19_0371,3,ต้นไม้,ton mai,צמח / עץ,plant / tree,not_drilled,אלמוג 4(1).apkg,ต้นไม้,ต้น|ไม้,f|h,falling-high,word_tokenize_then_detector_consensus
uv19_0372,1,บาง,baang,חלק מ..,some / part of,not_drilled,אלמוג 4(1).apkg,บาง,บาง,m,mid,word_tokenize_then_detector_consensus
uv19_0373,3,ด้วยกัน,duay gan,יחדיו,together,not_drilled,אלמוג 4(1).apkg,ด้วยกัน,ด้วย|กัน,f|m,falling-mid,word_tokenize_then_detector_consensus
uv19_0374,3,บางที,baang tii,יכול להיות,maybe / sometimes,not_drilled,אלמוג 4(1).apkg,บางที,บาง|ที,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0375,3,พวกเขา,phuak khao,הם,they / them,not_drilled,אלמוג 4(1).apkg,พวกเขา,พวก|เขา,f|r,falling-rising,word_tokenize_then_detector_consensus
uv19_0376,3,บางวัน,baang wan,חלק מהימים,some days,not_drilled,אלמוג 4(1).apkg,บางวัน,บาง|วัน,m|m,mid-mid,word_tokenize_then_detector_consensus
uv19_0377,3,ทุกที่,tug tii,בכל מקום,everywhere,not_drilled,אלמוג 4(1).apkg,ทุกที่,ทุก|ที่,h|f,high-falling,word_tokenize_then_detector_consensus
uv19_0378,1,ออก,awk,"יציאה,החוצה",exit / out / go out,not_drilled,אלמוג 4(1).apkg,ออก,ออก,l,low,word_tokenize_then_detector_consensus
uv19_0379,1,อุ่น,un,"חמים,חם",warm,not_drilled,אלמוג 4(1).apkg,อุ่น,อุ่น,l,low,word_tokenize_then_detector_consensus
uv19_0380,5,ตอนผมเด็ก ๆ,dton phom dek dek,כשהייתי ילד,when I was a child,not_drilled,אלמוג 4(1).apkg,ตอนผมเด็ก ๆ,,,mid-rising-low-low,manual_review_exception
uv19_0381,1,เข้า,khao,להיכנס / כניסה,enter / go in,not_drilled,אלמוג 4(1).apkg,เข้า,เข้า,f,falling,word_tokenize_then_detector_consensus
uv19_0382,1,หน้า,naa,פנים / קדימה / עונה / דף,face / front / season / page,not_drilled,אלמוג 4(1).apkg,หน้า,น่า,f,falling,word_tokenize_then_detector_consensus
uv19_0383,3,โรงพัก,rong pag,תחנת משטרה,police station,not_drilled,אלמוג 4(1).apkg,โรงพัก,โรง|พัก,m|h,mid-high,word_tokenize_then_detector_consensus
uv19_0384,3,ไม่ได้…,mai dai+v,לא עשיתי,did not / cannot + verb,not_drilled,אלמוג 4(1).apkg,ไม่ได้,ไม่|ด้าย,f|f,falling-falling,word_tokenize_then_detector_consensus
uv19_0385,5,ดีใจที่ได้เจอ,dii-jai tii dai jer,נחמד לראותך,nice to see you,not_drilled,אלמוג 4(1).apkg,ดีใจที่ได้เจอ,ดี|ใจ|ที่|ด้าย|เจอ,m|m|f|f|l,mid-mid-falling-falling-low,word_tokenize_then_detector_consensus
uv19_0386,1,ผึ้ง,phueng,דבורה,bee,not_drilled,אלמוג 4(1).apkg,ผึ้ง,ผึ้ง,f,falling,word_tokenize_then_detector_consensus
uv19_0387,3,ต่อย,dtoy,אגרוף / לעקוץ,to punch / to sting,not_drilled,אלמוג 4(1).apkg,ต่อย,ต่อย,l,low,word_tokenize_then_detector_consensus
