id,level,type,prompt_he,prompt_en,answer_thai,answer_roman,answer_he,answer_en,source_vocab_id
qv19_0207,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: mai³ ruu⁴ — לא יודע / do not know,Write Thai from romanization: mai³ ruu⁴ — do not know / לא יודע,ไม่รู้,mai³ ruu⁴,לא יודע,do not know,vocab_0070
qv19_0208,4,mcq_read_meaning,מה המשמעות של ยังไม่รู้ (yang¹ mai³ ruu⁴)?,What does ยังไม่รู้ (yang¹ mai³ ruu⁴) mean?,ยังไม่รู้,yang¹ mai³ ruu⁴,עדיין לא יודע,do not know yet,vocab_0071
qv19_0209,4,write_he_to_thai,כתוב בתאית: עדיין לא יודע — do not know yet (yang¹ mai³ ruu⁴),Write in Thai: do not know yet — עדיין לא יודע (yang¹ mai³ ruu⁴),ยังไม่รู้,yang¹ mai³ ruu⁴,עדיין לא יודע,do not know yet,vocab_0071
qv19_0210,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: yang¹ mai³ ruu⁴ — עדיין לא יודע / do not know yet,Write Thai from romanization: yang¹ mai³ ruu⁴ — do not know yet / עדיין לא יודע,ยังไม่รู้,yang¹ mai³ ruu⁴,עדיין לא יודע,do not know yet,vocab_0071
qv19_0211,3,mcq_read_meaning,מה המשמעות של นาที (naa-tii¹)?,What does นาที (naa-tii¹) mean?,นาที,naa-tii¹,דקה,minute,vocab_0072
qv19_0212,3,write_he_to_thai,כתוב בתאית: דקה — minute (naa-tii¹),Write in Thai: minute — דקה (naa-tii¹),นาที,naa-tii¹,דקה,minute,vocab_0072
qv19_0213,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: naa-tii¹ — דקה / minute,Write Thai from romanization: naa-tii¹ — minute / דקה,นาที,naa-tii¹,דקה,minute,vocab_0072
qv19_0214,1,mcq_read_meaning,מה המשמעות של หาด (haad²)?,What does หาด (haad²) mean?,หาด,haad²,חוף,beach,vocab_0073
qv19_0215,1,write_he_to_thai,כתוב בתאית: חוף — beach (haad²),Write in Thai: beach — חוף (haad²),หาด,haad²,חוף,beach,vocab_0073
qv19_0216,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: haad² — חוף / beach,Write Thai from romanization: haad² — beach / חוף,หาด,haad²,חוף,beach,vocab_0073
qv19_0217,1,mcq_read_meaning,מה המשמעות של ได้ (dai³)?,What does ได้ (dai³) mean?,ได้,dai³,יכול,can / able,vocab_0074
qv19_0218,1,write_he_to_thai,כתוב בתאית: יכול — can / able (dai³),Write in Thai: can / able — יכול (dai³),ได้,dai³,יכול,can / able,vocab_0074
qv19_0219,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: dai³ — יכול / can / able,Write Thai from romanization: dai³ — can / able / יכול,ได้,dai³,יכול,can / able,vocab_0074
qv19_0220,1,mcq_read_meaning,מה המשמעות של พูด (puud³)?,What does พูด (puud³) mean?,พูด,puud³,לדבר,speak,vocab_0075
qv19_0221,1,write_he_to_thai,כתוב בתאית: לדבר — speak (puud³),Write in Thai: speak — לדבר (puud³),พูด,puud³,לדבר,speak,vocab_0075
qv19_0222,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: puud³ — לדבר / speak,Write Thai from romanization: puud³ — speak / לדבר,พูด,puud³,לדבר,speak,vocab_0075
qv19_0223,5,mcq_read_meaning,מה המשמעות של พูดไทยได้ไหม (puud³ Thai dai³ mai¹?)?,What does พูดไทยได้ไหม (puud³ Thai dai³ mai¹?) mean?,พูดไทยได้ไหม,puud³ Thai dai³ mai¹?,אתה יכול לדבר תאילנדית?,Can you speak Thai?,vocab_0076
qv19_0224,5,write_he_to_thai,כתוב בתאית: אתה יכול לדבר תאילנדית? — Can you speak Thai? (puud³ Thai dai³ mai¹?),Write in Thai: Can you speak Thai? — אתה יכול לדבר תאילנדית? (puud³ Thai dai³ mai¹?),พูดไทยได้ไหม,puud³ Thai dai³ mai¹?,אתה יכול לדבר תאילנדית?,Can you speak Thai?,vocab_0076
qv19_0225,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: puud³ Thai dai³ mai¹? — אתה יכול לדבר תאילנדית? / Can you speak Thai?,Write Thai from romanization: puud³ Thai dai³ mai¹? — Can you speak Thai? / אתה יכול לדבר תאילנדית?,พูดไทยได้ไหม,puud³ Thai dai³ mai¹?,אתה יכול לדבר תאילנדית?,Can you speak Thai?,vocab_0076
qv19_0226,1,mcq_read_meaning,מה המשמעות של พริก (prik¹)?,What does พริก (prik¹) mean?,พริก,prik¹,צ'ילי,chili,vocab_0077
qv19_0227,1,write_he_to_thai,כתוב בתאית: צ'ילי — chili (prik¹),Write in Thai: chili — צ'ילי (prik¹),พริก,prik¹,צ'ילי,chili,vocab_0077
qv19_0228,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: prik¹ — צ'ילי / chili,Write Thai from romanization: prik¹ — chili / צ'ילי,พริก,prik¹,צ'ילי,chili,vocab_0077
qv19_0229,3,mcq_read_meaning,מה המשמעות של ไม่ใส่ (mai³ sai²)?,What does ไม่ใส่ (mai³ sai²) mean?,ไม่ใส่,mai³ sai²,בלי / לא לשים,without / do not put,vocab_0078
qv19_0230,3,write_he_to_thai,כתוב בתאית: בלי / לא לשים — without / do not put (mai³ sai²),Write in Thai: without / do not put — בלי / לא לשים (mai³ sai²),ไม่ใส่,mai³ sai²,בלי / לא לשים,without / do not put,vocab_0078
qv19_0231,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: mai³ sai² — בלי / לא לשים / without / do not put,Write Thai from romanization: mai³ sai² — without / do not put / בלי / לא לשים,ไม่ใส่,mai³ sai²,בלי / לא לשים,without / do not put,vocab_0078
qv19_0232,3,mcq_read_meaning,מה המשמעות של น้ำตาล (nam¹ dtaan¹)?,What does น้ำตาล (nam¹ dtaan¹) mean?,น้ำตาล,nam¹ dtaan¹,סוכר,sugar,vocab_0079
qv19_0233,3,write_he_to_thai,כתוב בתאית: סוכר — sugar (nam¹ dtaan¹),Write in Thai: sugar — סוכר (nam¹ dtaan¹),น้ำตาล,nam¹ dtaan¹,סוכר,sugar,vocab_0079
qv19_0234,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nam¹ dtaan¹ — סוכר / sugar,Write Thai from romanization: nam¹ dtaan¹ — sugar / סוכר,น้ำตาล,nam¹ dtaan¹,סוכר,sugar,vocab_0079
qv19_0235,1,mcq_read_meaning,מה המשמעות של เพิ่ม (peum³)?,What does เพิ่ม (peum³) mean?,เพิ่ม,peum³,להוסיף,add / increase,vocab_0080
qv19_0236,1,write_he_to_thai,כתוב בתאית: להוסיף — add / increase (peum³),Write in Thai: add / increase — להוסיף (peum³),เพิ่ม,peum³,להוסיף,add / increase,vocab_0080
qv19_0237,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: peum³ — להוסיף / add / increase,Write Thai from romanization: peum³ — add / increase / להוסיף,เพิ่ม,peum³,להוסיף,add / increase,vocab_0080
qv19_0238,3,mcq_read_meaning,מה המשמעות של ที่นี่ (tii-nii)?,What does ที่นี่ (tii-nii) mean?,ที่นี่,tii-nii,פה,here,vocab_0081
qv19_0239,3,write_he_to_thai,כתוב בתאית: פה — here (tii-nii),Write in Thai: here — פה (tii-nii),ที่นี่,tii-nii,פה,here,vocab_0081
qv19_0240,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: tii-nii — פה / here,Write Thai from romanization: tii-nii — here / פה,ที่นี่,tii-nii,פה,here,vocab_0081
qv19_0241,3,mcq_read_meaning,מה המשמעות של ภาษา (paa-saa)?,What does ภาษา (paa-saa) mean?,ภาษา,paa-saa,שפה,language,vocab_0082
qv19_0242,3,write_he_to_thai,כתוב בתאית: שפה — language (paa-saa),Write in Thai: language — שפה (paa-saa),ภาษา,paa-saa,שפה,language,vocab_0082
qv19_0243,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: paa-saa — שפה / language,Write Thai from romanization: paa-saa — language / שפה,ภาษา,paa-saa,שפה,language,vocab_0082
qv19_0244,3,mcq_read_meaning,מה המשמעות של ประเทศ (bpra-ted)?,What does ประเทศ (bpra-ted) mean?,ประเทศ,bpra-ted,מדינה,country,vocab_0083
qv19_0245,3,write_he_to_thai,כתוב בתאית: מדינה — country (bpra-ted),Write in Thai: country — מדינה (bpra-ted),ประเทศ,bpra-ted,מדינה,country,vocab_0083
qv19_0246,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpra-ted — מדינה / country,Write Thai from romanization: bpra-ted — country / מדינה,ประเทศ,bpra-ted,מדינה,country,vocab_0083
qv19_0247,3,mcq_read_meaning,מה המשמעות של ทุกคน (tuk-kon)?,What does ทุกคน (tuk-kon) mean?,ทุกคน,tuk-kon,כולם,everyone,vocab_0084
qv19_0248,3,write_he_to_thai,כתוב בתאית: כולם — everyone (tuk-kon),Write in Thai: everyone — כולם (tuk-kon),ทุกคน,tuk-kon,כולם,everyone,vocab_0084
qv19_0249,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: tuk-kon — כולם / everyone,Write Thai from romanization: tuk-kon — everyone / כולם,ทุกคน,tuk-kon,כולם,everyone,vocab_0084
qv19_0250,3,mcq_read_meaning,מה המשמעות של อย่ารอ (yaa ror)?,What does อย่ารอ (yaa ror) mean?,อย่ารอ,yaa ror,אל תחכה,do not wait,vocab_0085
qv19_0251,3,write_he_to_thai,כתוב בתאית: אל תחכה — do not wait (yaa ror),Write in Thai: do not wait — אל תחכה (yaa ror),อย่ารอ,yaa ror,אל תחכה,do not wait,vocab_0085
qv19_0252,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: yaa ror — אל תחכה / do not wait,Write Thai from romanization: yaa ror — do not wait / אל תחכה,อย่ารอ,yaa ror,אל תחכה,do not wait,vocab_0085
qv19_0253,5,mcq_read_meaning,מה המשמעות של พอไหม (phaw mai?)?,What does พอไหม (phaw mai?) mean?,พอไหม,phaw mai?,זה מספיק?,Is it enough?,vocab_0086
qv19_0254,5,write_he_to_thai,כתוב בתאית: זה מספיק? — Is it enough? (phaw mai?),Write in Thai: Is it enough? — זה מספיק? (phaw mai?),พอไหม,phaw mai?,זה מספיק?,Is it enough?,vocab_0086
qv19_0255,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: phaw mai? — זה מספיק? / Is it enough?,Write Thai from romanization: phaw mai? — Is it enough? / זה מספיק?,พอไหม,phaw mai?,זה מספיק?,Is it enough?,vocab_0086
qv19_0256,5,mcq_read_meaning,מה המשמעות של ไปไหน (bpai nai?)?,What does ไปไหน (bpai nai?) mean?,ไปไหน,bpai nai?,לאן אתה הולך?,Where are you going?,vocab_0087
qv19_0257,5,write_he_to_thai,כתוב בתאית: לאן אתה הולך? — Where are you going? (bpai nai?),Write in Thai: Where are you going? — לאן אתה הולך? (bpai nai?),ไปไหน,bpai nai?,לאן אתה הולך?,Where are you going?,vocab_0087
qv19_0258,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: bpai nai? — לאן אתה הולך? / Where are you going?,Write Thai from romanization: bpai nai? — Where are you going? / לאן אתה הולך?,ไปไหน,bpai nai?,לאן אתה הולך?,Where are you going?,vocab_0087
qv19_0259,3,mcq_read_meaning,מה המשמעות של ทบทวน (tobp-tuan)?,What does ทบทวน (tobp-tuan) mean?,ทบทวน,tobp-tuan,לחזור (על חומר),review,vocab_0088
qv19_0260,3,write_he_to_thai,כתוב בתאית: לחזור (על חומר) — review (tobp-tuan),Write in Thai: review — לחזור (על חומר) (tobp-tuan),ทบทวน,tobp-tuan,לחזור (על חומר),review,vocab_0088
qv19_0261,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: tobp-tuan — לחזור (על חומר) / review,Write Thai from romanization: tobp-tuan — review / לחזור (על חומר),ทบทวน,tobp-tuan,לחזור (על חומר),review,vocab_0088
qv19_0262,1,mcq_read_meaning,מה המשמעות של พี่ (pii)?,What does พี่ (pii) mean?,พี่,pii,אח/אחות מבוגר/ת,older sibling / senior,vocab_0089
qv19_0263,1,write_he_to_thai,כתוב בתאית: אח/אחות מבוגר/ת — older sibling / senior (pii),Write in Thai: older sibling / senior — אח/אחות מבוגר/ת (pii),พี่,pii,אח/אחות מבוגר/ת,older sibling / senior,vocab_0089
qv19_0264,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: pii — אח/אחות מבוגר/ת / older sibling / senior,Write Thai from romanization: pii — older sibling / senior / אח/אחות מבוגר/ת,พี่,pii,אח/אחות מבוגר/ת,older sibling / senior,vocab_0089
qv19_0265,1,mcq_read_meaning,מה המשמעות של ลืม (leuum)?,What does ลืม (leuum) mean?,ลืม,leuum,לשכוח,forget,vocab_0090
qv19_0266,1,write_he_to_thai,כתוב בתאית: לשכוח — forget (leuum),Write in Thai: forget — לשכוח (leuum),ลืม,leuum,לשכוח,forget,vocab_0090
qv19_0267,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: leuum — לשכוח / forget,Write Thai from romanization: leuum — forget / לשכוח,ลืม,leuum,לשכוח,forget,vocab_0090
qv19_0268,1,mcq_read_meaning,מה המשמעות של และ (laeh)?,What does และ (laeh) mean?,และ,laeh,ו...,and,vocab_0091
qv19_0269,1,write_he_to_thai,כתוב בתאית: ו... — and (laeh),Write in Thai: and — ו... (laeh),และ,laeh,ו...,and,vocab_0091
qv19_0270,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: laeh — ו... / and,Write Thai from romanization: laeh — and / ו...,และ,laeh,ו...,and,vocab_0091
qv19_0271,5,mcq_read_meaning,מה המשמעות של คุณพูดภาษาอะไร (kun puud paasaa a-rai?)?,What does คุณพูดภาษาอะไร (kun puud paasaa a-rai?) mean?,คุณพูดภาษาอะไร,kun puud paasaa a-rai?,איזו שפה אתה מדבר?,What language do you speak?,vocab_0092
qv19_0272,5,write_he_to_thai,כתוב בתאית: איזו שפה אתה מדבר? — What language do you speak? (kun puud paasaa a-rai?),Write in Thai: What language do you speak? — איזו שפה אתה מדבר? (kun puud paasaa a-rai?),คุณพูดภาษาอะไร,kun puud paasaa a-rai?,איזו שפה אתה מדבר?,What language do you speak?,vocab_0092
qv19_0273,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: kun puud paasaa a-rai? — איזו שפה אתה מדבר? / What language do you speak?,Write Thai from romanization: kun puud paasaa a-rai? — What language do you speak? / איזו שפה אתה מדבר?,คุณพูดภาษาอะไร,kun puud paasaa a-rai?,איזו שפה אתה מדבר?,What language do you speak?,vocab_0092
qv19_0274,1,mcq_read_meaning,מה המשמעות של เสร็จ (sed)?,What does เสร็จ (sed) mean?,เสร็จ,sed,לסיים,finish / done,vocab_0093
qv19_0275,1,write_he_to_thai,כתוב בתאית: לסיים — finish / done (sed),Write in Thai: finish / done — לסיים (sed),เสร็จ,sed,לסיים,finish / done,vocab_0093
qv19_0276,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: sed — לסיים / finish / done,Write Thai from romanization: sed — finish / done / לסיים,เสร็จ,sed,לסיים,finish / done,vocab_0093
qv19_0277,1,mcq_read_meaning,מה המשמעות של เย็น (yen)?,What does เย็น (yen) mean?,เย็น,yen,קר,cold / evening,vocab_0094
qv19_0278,1,write_he_to_thai,כתוב בתאית: קר — cold / evening (yen),Write in Thai: cold / evening — קר (yen),เย็น,yen,קר,cold / evening,vocab_0094
qv19_0279,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: yen — קר / cold / evening,Write Thai from romanization: yen — cold / evening / קר,เย็น,yen,קר,cold / evening,vocab_0094
qv19_0280,5,mcq_read_meaning,מה המשמעות של คุณมาจาก… (kun maa jaag (place))?,What does คุณมาจาก… (kun maa jaag (place)) mean?,คุณมาจาก…,kun maa jaag (place),מאיפה אתה?,Where are you from?,vocab_0095
qv19_0281,5,write_he_to_thai,כתוב בתאית: מאיפה אתה? — Where are you from? (kun maa jaag (place)),Write in Thai: Where are you from? — מאיפה אתה? (kun maa jaag (place)),คุณมาจาก…,kun maa jaag (place),מאיפה אתה?,Where are you from?,vocab_0095
qv19_0282,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: kun maa jaag (place) — מאיפה אתה? / Where are you from?,Write Thai from romanization: kun maa jaag (place) — Where are you from? / מאיפה אתה?,คุณมาจาก…,kun maa jaag (place),מאיפה אתה?,Where are you from?,vocab_0095
qv19_0283,1,mcq_read_meaning,מה המשמעות של จาก (jaag)?,What does จาก (jaag) mean?,จาก,jaag,מ... (מקור),from,vocab_0096
qv19_0284,1,write_he_to_thai,כתוב בתאית: מ... (מקור) — from (jaag),Write in Thai: from — מ... (מקור) (jaag),จาก,jaag,מ... (מקור),from,vocab_0096
qv19_0285,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: jaag — מ... (מקור) / from,Write Thai from romanization: jaag — from / מ... (מקור),จาก,jaag,מ... (מקור),from,vocab_0096
qv19_0286,4,mcq_read_meaning,מה המשמעות של ไหน/ที่ไหน (nai/tii nai)?,What does ไหน/ที่ไหน (nai/tii nai) mean?,ไหน/ที่ไหน,nai/tii nai,איפה,where,vocab_0097
qv19_0287,4,write_he_to_thai,כתוב בתאית: איפה — where (nai/tii nai),Write in Thai: where — איפה (nai/tii nai),ไหน/ที่ไหน,nai/tii nai,איפה,where,vocab_0097
qv19_0288,4,write_roman_to_thai,כתוב בתאית לפי התעתיק: nai/tii nai — איפה / where,Write Thai from romanization: nai/tii nai — where / איפה,ไหน/ที่ไหน,nai/tii nai,איפה,where,vocab_0097
qv19_0289,3,mcq_read_meaning,מה המשמעות של ห้องครัว (hong krua)?,What does ห้องครัว (hong krua) mean?,ห้องครัว,hong krua,מטבח,kitchen,vocab_0098
qv19_0290,3,write_he_to_thai,כתוב בתאית: מטבח — kitchen (hong krua),Write in Thai: kitchen — מטבח (hong krua),ห้องครัว,hong krua,מטבח,kitchen,vocab_0098
qv19_0291,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: hong krua — מטבח / kitchen,Write Thai from romanization: hong krua — kitchen / מטבח,ห้องครัว,hong krua,מטבח,kitchen,vocab_0098
qv19_0292,1,mcq_read_meaning,מה המשמעות של ใจ (jaai)?,What does ใจ (jaai) mean?,ใจ,jaai,לב,heart / mind,vocab_0099
qv19_0293,1,write_he_to_thai,כתוב בתאית: לב — heart / mind (jaai),Write in Thai: heart / mind — לב (jaai),ใจ,jaai,לב,heart / mind,vocab_0099
qv19_0294,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: jaai — לב / heart / mind,Write Thai from romanization: jaai — heart / mind / לב,ใจ,jaai,לב,heart / mind,vocab_0099
qv19_0295,3,mcq_read_meaning,מה המשמעות של ใจดี (jaai dii)?,What does ใจดี (jaai dii) mean?,ใจดี,jaai dii,לב טוב,kind,vocab_0100
qv19_0296,3,write_he_to_thai,כתוב בתאית: לב טוב — kind (jaai dii),Write in Thai: kind — לב טוב (jaai dii),ใจดี,jaai dii,לב טוב,kind,vocab_0100
qv19_0297,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: jaai dii — לב טוב / kind,Write Thai from romanization: jaai dii — kind / לב טוב,ใจดี,jaai dii,לב טוב,kind,vocab_0100
qv19_0298,5,mcq_read_meaning,מה המשמעות של ทำไม (tam-mai?)?,What does ทำไม (tam-mai?) mean?,ทำไม,tam-mai?,למה?,why?,vocab_0101
qv19_0299,5,write_he_to_thai,כתוב בתאית: למה? — why? (tam-mai?),Write in Thai: why? — למה? (tam-mai?),ทำไม,tam-mai?,למה?,why?,vocab_0101
qv19_0300,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: tam-mai? — למה? / why?,Write Thai from romanization: tam-mai? — why? / למה?,ทำไม,tam-mai?,למה?,why?,vocab_0101
qv19_0301,1,mcq_read_meaning,מה המשמעות של มาก (maag)?,What does มาก (maag) mean?,มาก,maag,מאוד,very / much,vocab_0102
qv19_0302,1,write_he_to_thai,כתוב בתאית: מאוד — very / much (maag),Write in Thai: very / much — מאוד (maag),มาก,maag,מאוד,very / much,vocab_0102
qv19_0303,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: maag — מאוד / very / much,Write Thai from romanization: maag — very / much / מאוד,มาก,maag,מאוד,very / much,vocab_0102
qv19_0304,1,mcq_read_meaning,מה המשמעות של สอน (sawn)?,What does สอน (sawn) mean?,สอน,sawn,ללמד,teach,vocab_0103
qv19_0305,1,write_he_to_thai,כתוב בתאית: ללמד — teach (sawn),Write in Thai: teach — ללמד (sawn),สอน,sawn,ללמד,teach,vocab_0103
qv19_0306,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: sawn — ללמד / teach,Write Thai from romanization: sawn — teach / ללמד,สอน,sawn,ללמד,teach,vocab_0103
qv19_0307,1,mcq_read_meaning,מה המשמעות של แพง (peang)?,What does แพง (peang) mean?,แพง,peang,יקר,expensive,vocab_0104
qv19_0308,1,write_he_to_thai,כתוב בתאית: יקר — expensive (peang),Write in Thai: expensive — יקר (peang),แพง,peang,יקר,expensive,vocab_0104
qv19_0309,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: peang — יקר / expensive,Write Thai from romanization: peang — expensive / יקר,แพง,peang,יקר,expensive,vocab_0104
qv19_0310,3,mcq_read_meaning,מה המשמעות של ทุกอย่าง (tug-yaang)?,What does ทุกอย่าง (tug-yaang) mean?,ทุกอย่าง,tug-yaang,הכל,everything,vocab_0105
qv19_0311,3,write_he_to_thai,כתוב בתאית: הכל — everything (tug-yaang),Write in Thai: everything — הכל (tug-yaang),ทุกอย่าง,tug-yaang,הכל,everything,vocab_0105
qv19_0312,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: tug-yaang — הכל / everything,Write Thai from romanization: tug-yaang — everything / הכל,ทุกอย่าง,tug-yaang,הכל,everything,vocab_0105
qv19_0313,1,mcq_read_meaning,מה המשמעות של แต่ (dtae)?,What does แต่ (dtae) mean?,แต่,dtae,אבל,but,vocab_0106
qv19_0314,1,write_he_to_thai,כתוב בתאית: אבל — but (dtae),Write in Thai: but — אבל (dtae),แต่,dtae,אבל,but,vocab_0106
qv19_0315,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtae — אבל / but,Write Thai from romanization: dtae — but / אבל,แต่,dtae,אבל,but,vocab_0106
qv19_0316,1,mcq_read_meaning,מה המשמעות של ตก (tok)?,What does ตก (tok) mean?,ตก,tok,ליפול,fall,vocab_0107
qv19_0317,1,write_he_to_thai,כתוב בתאית: ליפול — fall (tok),Write in Thai: fall — ליפול (tok),ตก,tok,ליפול,fall,vocab_0107
qv19_0318,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: tok — ליפול / fall,Write Thai from romanization: tok — fall / ליפול,ตก,tok,ליפול,fall,vocab_0107
qv19_0319,3,mcq_read_meaning,מה המשמעות של น้ำตก (nam-tok)?,What does น้ำตก (nam-tok) mean?,น้ำตก,nam-tok,מפל,waterfall,vocab_0108
qv19_0320,3,write_he_to_thai,כתוב בתאית: מפל — waterfall (nam-tok),Write in Thai: waterfall — מפל (nam-tok),น้ำตก,nam-tok,מפל,waterfall,vocab_0108
qv19_0321,3,write_roman_to_thai,כתוב בתאית לפי התעתיק: nam-tok — מפל / waterfall,Write Thai from romanization: nam-tok — waterfall / מפל,น้ำตก,nam-tok,מפל,waterfall,vocab_0108
qv19_0322,1,mcq_read_meaning,מה המשמעות של คิด (kid)?,What does คิด (kid) mean?,คิด,kid,לחשוב,think,vocab_0109
qv19_0323,1,write_he_to_thai,כתוב בתאית: לחשוב — think (kid),Write in Thai: think — לחשוב (kid),คิด,kid,לחשוב,think,vocab_0109
qv19_0324,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: kid — לחשוב / think,Write Thai from romanization: kid — think / לחשוב,คิด,kid,לחשוב,think,vocab_0109
qv19_0325,5,mcq_read_meaning,מה המשמעות של คุณคิดอะไร (kun kid a-rai?)?,What does คุณคิดอะไร (kun kid a-rai?) mean?,คุณคิดอะไร,kun kid a-rai?,על מה אתה חושב?,What are you thinking?,vocab_0110
qv19_0326,5,write_he_to_thai,כתוב בתאית: על מה אתה חושב? — What are you thinking? (kun kid a-rai?),Write in Thai: What are you thinking? — על מה אתה חושב? (kun kid a-rai?),คุณคิดอะไร,kun kid a-rai?,על מה אתה חושב?,What are you thinking?,vocab_0110
qv19_0327,5,write_roman_to_thai,כתוב בתאית לפי התעתיק: kun kid a-rai? — על מה אתה חושב? / What are you thinking?,Write Thai from romanization: kun kid a-rai? — What are you thinking? / על מה אתה חושב?,คุณคิดอะไร,kun kid a-rai?,על מה אתה חושב?,What are you thinking?,vocab_0110
qv19_0328,1,mcq_read_meaning,מה המשמעות של ช่วย (chuai)?,What does ช่วย (chuai) mean?,ช่วย,chuai,לעזור,help,vocab_0111
qv19_0329,1,write_he_to_thai,כתוב בתאית: לעזור — help (chuai),Write in Thai: help — לעזור (chuai),ช่วย,chuai,לעזור,help,vocab_0111
qv19_0330,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: chuai — לעזור / help,Write Thai from romanization: chuai — help / לעזור,ช่วย,chuai,לעזור,help,vocab_0111
qv19_0331,1,mcq_read_meaning,מה המשמעות של ต่อ (dtaw)?,What does ต่อ (dtaw) mean?,ต่อ,dtaw,להמשיך / להאריך,continue / extend,vocab_0112
qv19_0332,1,write_he_to_thai,כתוב בתאית: להמשיך / להאריך — continue / extend (dtaw),Write in Thai: continue / extend — להמשיך / להאריך (dtaw),ต่อ,dtaw,להמשיך / להאריך,continue / extend,vocab_0112
qv19_0333,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: dtaw — להמשיך / להאריך / continue / extend,Write Thai from romanization: dtaw — continue / extend / להמשיך / להאריך,ต่อ,dtaw,להמשיך / להאריך,continue / extend,vocab_0112
qv19_0334,1,mcq_read_meaning,מה המשמעות של หา (haa)?,What does หา (haa) mean?,หา,haa,לחפש / למצוא,look for / find,vocab_0113
qv19_0335,1,write_he_to_thai,כתוב בתאית: לחפש / למצוא — look for / find (haa),Write in Thai: look for / find — לחפש / למצוא (haa),หา,haa,לחפש / למצוא,look for / find,vocab_0113
qv19_0336,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: haa — לחפש / למצוא / look for / find,Write Thai from romanization: haa — look for / find / לחפש / למצוא,หา,haa,לחפש / למצוא,look for / find,vocab_0113
qv19_0337,1,mcq_read_meaning,מה המשמעות של หม้อ (maw³)?,What does หม้อ (maw³) mean?,หม้อ,maw³,סיר,pot,vocab_0114
qv19_0338,1,write_he_to_thai,כתוב בתאית: סיר — pot (maw³),Write in Thai: pot — סיר (maw³),หม้อ,maw³,סיר,pot,vocab_0114
qv19_0339,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: maw³ — סיר / pot,Write Thai from romanization: maw³ — pot / סיר,หม้อ,maw³,סיר,pot,vocab_0114
qv19_0340,1,mcq_read_meaning,מה המשמעות של หมอ (maws)?,What does หมอ (maws) mean?,หมอ,maws,רופא,doctor,vocab_0115
qv19_0341,1,write_he_to_thai,כתוב בתאית: רופא — doctor (maws),Write in Thai: doctor — רופא (maws),หมอ,maws,רופא,doctor,vocab_0115
qv19_0342,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: maws — רופא / doctor,Write Thai from romanization: maws — doctor / רופא,หมอ,maws,רופא,doctor,vocab_0115
qv19_0343,1,mcq_read_meaning,מה המשמעות של บวก (buag)?,What does บวก (buag) mean?,บวก,buag,פלוס,plus,vocab_0116
qv19_0344,1,write_he_to_thai,כתוב בתאית: פלוס — plus (buag),Write in Thai: plus — פלוס (buag),บวก,buag,פלוס,plus,vocab_0116
qv19_0345,1,write_roman_to_thai,כתוב בתאית לפי התעתיק: buag — פלוס / plus,Write Thai from romanization: buag — plus / פלוס,บวก,buag,פלוס,plus,vocab_0116
qv19_0346,1,mcq_read_meaning,מה המשמעות של ลบ (löb)?,What does ลบ (löb) mean?,ลบ,löb,מינוס,minus,vocab_0117
