id,thai,transliteration,normalized_transliteration,he,english,confidence,suggested_level,active_for_questions,source_file,sources,original_front,original_back,note
vocab_0160,เหงื่อ,heua,heua,זיעה,sweat,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",heua,זיעה,
vocab_0161,เหงื่อออก,heua-awk,heua-awk,להזיע,sweat / perspire,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",heua-awk,להזיע,
vocab_0162,เหนื่อย,nuay,nuay,עייף,tired,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",nuay,עייף,
vocab_0163,หิว,hiu,hiu,רעב,hungry,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",hiu,רעב,
vocab_0164,หิวน้ำ,hiu-nam,hiu-nam,צמא,thirsty,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",hiu-nam,צמא,
vocab_0165,อิ่ม,im,im,שבע (מאוכל),full from food,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",im,שבע (מאוכל),
vocab_0166,เผ็ด,pet,pet,חריף,spicy,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",pet,חריף,
vocab_0167,เค็ม,kem,kem,מלוח,salty,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",kem,מלוח,
vocab_0168,เปรี้ยว,bpreaw,preaw,חמוץ,sour,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",bpreaw,חמוץ,
vocab_0169,ขม,kom,kom,מר,bitter,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",kom,מר,
vocab_0170,มัน,man,man,שומני,oily / fatty,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",man,שומני,
vocab_0171,จืด,juad,juad,תפל,bland,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",juad,תפל,
vocab_0172,ขยะ,ka-ya,ka-ya,זבל,trash,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",ka-ya,זבל,
vocab_0173,ไม่เป็นไร,mai-pen-rai,mai-pen-rai,לא משנה / אין בעבר,never mind / no problem,medium_normalized_match,4,True,"תומר 5,csv.txt","תומר 5,csv.txt",mai-pen-rai,לא משנה / אין בעבר,
vocab_0174,โชคดี,cho-dee,cho-dee,בהצלחה,good luck,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",cho-dee,בהצלחה,
vocab_0175,ลาก่อน,la-gon,la-gon,להתראות,goodbye,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",la-gon,להתראות,
vocab_0176,ไปก่อนนะ,pai-gon-na,pai-gon-na,אני הולך עכשיו (להתראות),I am going now / bye,medium_normalized_match,4,True,"תומר 5,csv.txt","תומר 5,csv.txt",pai-gon-na,אני הולך עכשיו (להתראות),
vocab_0177,ไปแล้ว,bpai-leaw,pai-leaw,כבר הלכתי / הלכתי,already went,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",bpai-leaw,כבר הלכתי / הלכתי,
vocab_0178,เจอกัน,jer-gan,jer-gan,נתראה,see you,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",jer-gan,נתראה,
vocab_0179,ทุกวัน,tuk-wan,tuk-wan,כל יום,every day,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",tuk-wan,כל יום,
vocab_0180,,tuk-yaang,tuk-yaang,הכל,,needs_review_no_script,review_queue,False,"תומר 5,csv.txt","תומר 5,csv.txt",tuk-yaang,הכל,
vocab_0181,บางที,bang-ti,bang-ti,לפעמים,sometimes,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",bang-ti,לפעמים,
vocab_0182,บางคน,bang-kon,bang-kon,חלק מהאנשים,some people,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",bang-kon,חלק מהאנשים,
vocab_0183,ไม่เคย,mai-koey,mai-koey,אף פעם לא,never,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",mai-koey,אף פעם לא,
vocab_0184,เคย,koey,koey,פעם / כבר עשיתי,ever,high_context_disambiguated,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",koey,פעם / כבר עשיתי,
vocab_0185,เบื่อ,bua,bua,משעמם,bored,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",bua,משעמם,
vocab_0186,ง่วงนอน,nguang-non,nguang-non,ישנוני,sleepy,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",nguang-non,ישנוני,
vocab_0187,สนุก,sanook,sanook,כיף,fun,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",sanook,כיף,
vocab_0188,เป็น,bpen,pen,להיות / לדעת לעשות,be / know how to,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",bpen,להיות / לדעת לעשות,
vocab_0189,คือ,kue,kue,זה / הוא (להגדרות),is / means,high,1,True,"תומר 5,csv.txt","תומר 5,csv.txt",kue,זה / הוא (להגדרות),
vocab_0190,สวัสดี,sa-waat-dee,sa-waat-dee,שלום,hello,medium_normalized_match,4,True,"תומר 5,csv.txt","תומר 5,csv.txt",sa-waat-dee,שלום,
vocab_0191,ขอบคุณ,kob-kun,kob-kun,תודה,thank you,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",kob-kun,תודה,
vocab_0192,,yin-dee-tii-dai-ruu-jag,yin-dee-tii-dai-ruu-jag,נעים להכיר,,needs_review_no_script,review_queue,False,"תומר 5,csv.txt","תומר 5,csv.txt",yin-dee-tii-dai-ruu-jag,נעים להכיר,
vocab_0193,ที่ไหน,tii-nai?,tii-nai?,איפה?,where?,medium_normalized_match,5,True,"תומר 5,csv.txt","תומר 5,csv.txt",tii-nai?,איפה?,
vocab_0194,เมื่อไร,meua-rai?,meua-rai?,מתי?,when?,medium_normalized_match,5,True,"תומר 5,csv.txt","תומר 5,csv.txt",meua-rai?,מתי?,
vocab_0195,ยังไง,yang-ngai?,yang-ngai?,איך?,how?,medium_normalized_match,5,True,"תומר 5,csv.txt","תומר 5,csv.txt",yang-ngai?,איך?,
vocab_0196,เพราะว่า,prow-wa,prow-wa,בגלל ש...,because,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",prow-wa,בגלל ש...,
vocab_0197,ขนมปัง,ka-nom-bpang,ka-nom-pang,לחם,bread,medium_normalized_match,4,True,"תומר 5,csv.txt","תומר 5,csv.txt",ka-nom-bpang,לחם,
vocab_0198,เนื้อ,neu-a,neu-a,בשר / בקר,meat / beef,medium_normalized_match,3,True,"תומר 5,csv.txt","תומר 5,csv.txt",neu-a,בשר / בקר,
vocab_0199,ไก่,gai,gai,עוף,chicken,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",gai,עוף,
vocab_0200,หมู,moo,moo,חזיר,pork / pig,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",moo,חזיר,
vocab_0201,ปลา,bpaa,paa,דג,fish,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",bpaa,דג,
vocab_0202,กุ้ง,goong,goong,שרימפס,shrimp,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",goong,שרימפס,
vocab_0203,ปู,puu,puu,סרטן,crab,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt; אלמוג 1,CSV.txt",puu,סרטן,
vocab_0204,ไข่,kai,kai,ביצה,egg,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",kai,ביצה,
vocab_0205,ไข่ดาว,kai-dao,kai-dao,ביצת עין,fried egg,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",kai-dao,ביצת עין,
vocab_0206,ไข่เจียว,kai-jeaw,kai-jeaw,חביתה,omelette,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",kai-jeaw,חביתה,
vocab_0207,ผัก,pak,pak,ירקות,vegetables,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",pak,ירקות,
vocab_0208,ผลไม้,pon-la-mai,pon-la-mai,פירות,fruit,medium_normalized_match,4,True,"תומר 6,csv.txt","תומר 6,csv.txt",pon-la-mai,פירות,
vocab_0209,ส้ม,som,som,תפוז,orange,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",som,תפוז,
vocab_0210,มะม่วง,ma-muang,ma-muang,מנגו,mango,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",ma-muang,מנגו,
vocab_0211,มะพร้าว,ma-prao,ma-prao,קוקוס,coconut,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",ma-prao,קוקוס,
vocab_0212,กล้วย,gluay,gluay,בננה,banana,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",gluay,בננה,
vocab_0213,สับปะรด,sup-pa-rot,sup-pa-rot,אננס,pineapple,medium_normalized_match,4,True,"תומר 6,csv.txt","תומר 6,csv.txt",sup-pa-rot,אננס,
vocab_0214,แตงโม,dtaeng-mo,taeng-mo,אבטיח,needs English review,original_thai_from_file_needs_english,review_queue,False,"תומר 6,csv.txt","תומר 6,csv.txt",แตงโม (dtaeng-mo),אבטיח,
vocab_0215,น้ำแข็ง,nam-kaeng,nam-kaeng,קרח,ice,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",nam-kaeng,קרח,
vocab_0216,น้ำส้ม,nam-som,nam-som,מיץ תפוזים,orange juice,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",nam-som,מיץ תפוזים,
vocab_0217,กาแฟ,ga-fe,ga-fe,קפה,coffee,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",ga-fe,קפה,
vocab_0218,นม,nom,nom,חלב,milk,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",nom,חלב,
vocab_0219,เบียร์,beer,beer,בירה,beer,original_thai_from_file,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",เบียร์ (beer),בירה,
vocab_0220,เหล้า,lao,lao,אלכוהול / וויסקי,alcohol / whiskey,original_thai_from_file,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",เหล้า (lao),אלכוהול / וויסקי,
vocab_0221,กับ,gap,gap,עם,with,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",gap,עם,
vocab_0222,เอา,ao,ao,רוצה / לקחת,want / take,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",ao,רוצה / לקחת,
vocab_0223,ไม่เอา,mai ao,mai ao,לא רוצה,do not want,high,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",mai ao,לא רוצה,
vocab_0224,เอาอันนี้,ao-an-nii,ao-an-nii,רוצה את זה,want this one,medium_normalized_match,4,True,"תומר 6,csv.txt","תומר 6,csv.txt",ao-an-nii,רוצה את זה,
vocab_0225,เรือ,reua,reua,סירה,boat,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",reua,סירה,
vocab_0226,เรือบิน,reua-bin,reua-bin,מטוס,airplane,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",reua-bin,מטוס,
vocab_0227,รถ,rot,rot,מכונית,car / vehicle,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",rot,מכונית,
vocab_0228,รถเมล์,rot-mae,rot-mae,אוטובוס,bus,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",rot-mae,אוטובוס,
vocab_0229,รถไฟ,rot-fai,rot-fai,רכבת,train,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",rot-fai,רכבת,
vocab_0230,มอเตอร์ไซค์,mo-dtu-sai,mo-tu-sai,אופנוע,motorbike,medium_normalized_match,4,True,"תומר 6,csv.txt","תומר 6,csv.txt",mo-dtu-sai,אופנוע,
vocab_0231,,jak-kra-yaan,jak-kra-yaan,אופניים,,needs_review_no_script,review_queue,False,"תומר 6,csv.txt","תומר 6,csv.txt",jak-kra-yaan,אופניים,
vocab_0232,เดิน,doen,doen,ללכת ברגל,walk,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",doen,ללכת ברגל,
vocab_0233,วิ่ง,wing,wing,לרוץ,run,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt; אלמוג 5(2).apkg",wing,לרוץ,
vocab_0234,สวย,suay,suay,יפה,beautiful,high_context_disambiguated,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",suay,יפה,
vocab_0235,น่ารัก,naa-rak,naa-rak,חמוד,cute,medium_normalized_match,3,True,"תומר 6,csv.txt","תומר 6,csv.txt",naa-rak,חמוד,
vocab_0236,หล่อ,lor,lor,חתיך,handsome,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",lor,חתיך,
vocab_0237,เตี้ย,dtia,tia,נמוך,short,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",dtia,נמוך,
vocab_0238,สูง,soong,soong,גבוה,tall,high,1,True,"תומר 6,csv.txt","תומר 6,csv.txt",soong,גבוה,
vocab_0239,อ้วน,u-an,u-an,שמן (גוף),fat / overweight,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",u-an,שמן (גוף),
vocab_0240,ผอม,pom,pom,רזה,thin,original_thai_from_file,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",ผอม (pom),רזה,
vocab_0241,ใหญ่,yai,yai,גדול,big,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",yai,גדול,
vocab_0242,เล็ก,lek,lek,קטן,small,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",lek,קטן,
vocab_0243,เหงา,ngao,ngao,בודד,lonely,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt; תומר 8,csv.txt",ngao,בודד,
vocab_0244,เสียใจ,sia-jai,sia-jai,עצוב,sad / sorry,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",sia-jai,עצוב,
vocab_0245,ดีใจ,dii-jai,dii-jai,שמח,happy,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",dii-jai,שמח,
vocab_0246,โกรธ,grote,grote,כועס,angry,original_thai_from_file,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",โกรธ (grote),כועס,
vocab_0247,กลัว,glua,glua,מפחד,afraid,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt; תומר 8,csv.txt",glua,מפחד,
vocab_0248,ตกใจ,dtok-jai,tok-jai,מופתע / בהלם,shocked / startled,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",dtok-jai,מופתע / בהלם,
vocab_0249,งง,ngong,ngong,מבולבל,confused,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",ngong,מבולבל,
vocab_0250,มั่นใจ,man-jai,man-jai,בטוח בעצמי,confident,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",man-jai,בטוח בעצמי,
vocab_0251,น่าเข้าใจ,naa-kao-jai,naa-kao-jai,מובן,understandable,medium_normalized_match,4,True,"תומר 7,csv.txt","תומר 7,csv.txt",naa-kao-jai,מובן,
vocab_0252,ไม่เข้าใจ,mai-kao-jai,mai-kao-jai,לא מבין,do not understand,medium_normalized_match,4,True,"תומר 7,csv.txt","תומר 7,csv.txt",mai-kao-jai,לא מבין,
vocab_0253,เข้าใจไหม,kao-jai mai?,kao-jai mai?,מבין?,Do you understand?,medium_normalized_match,5,True,"תומר 7,csv.txt","תומר 7,csv.txt",kao-jai mai?,מבין?,
vocab_0254,เข้าใจแล้ว,kao-jai leaw,kao-jai leaw,הבנתי כבר,understood already,medium_normalized_match,4,True,"תומר 7,csv.txt","תומר 7,csv.txt",kao-jai leaw,הבנתי כבר,
vocab_0255,รัก,rak,rak,אוהב,love,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",rak,אוהב,
vocab_0256,เกลียด,gliad,gliad,שונא,hate,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",gliad,שונא,
vocab_0257,เห็นด้วย,hen-duai,hen-duai,מסכים,agree,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",hen-duai,מסכים,
vocab_0258,ไม่เห็นด้วย,mai-hen-duai,mai-hen-duai,לא מסכים,disagree,medium_normalized_match,4,True,"תומר 7,csv.txt","תומר 7,csv.txt",mai-hen-duai,לא מסכים,
vocab_0259,จริง ๆ,jing-jing,jing-jing,באמת,really,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",jing-jing,באמת,
vocab_0260,ลอง,long,long,לנסות,try,high_context_disambiguated,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",long,לנסות,
vocab_0261,ดู,duu,duu,לראות / להסתכל,look / watch,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",duu,לראות / להסתכל,
vocab_0262,ฟัง,fang,fang,להקשיב,listen,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",fang,להקשיב,
vocab_0263,ดม,dom,dom,להריח,smell,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",dom,להריח,
vocab_0264,ชิม,chim,chim,לטעום,taste,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",chim,לטעום,
vocab_0265,จำ,jum,jum,לזכור,remember,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",jum,לזכור,
vocab_0266,เคย,keey,keey,להתרגל / פעם...,ever / used to,high_context_disambiguated,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",keey,להתרגל / פעם...,
vocab_0267,เที่ยว,teaw,teaw,לטייל / לבלות,travel / hang out,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",teaw,לטייל / לבלות,
vocab_0268,รอ,raw,raw,לחכות,wait,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",raw,לחכות,
vocab_0269,ซื้อ,suu,suu,לקנות,buy,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",suu,לקנות,
vocab_0270,ขาย,kaai,kaai,למכור,sell,high_context_disambiguated,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",kaai,למכור,
vocab_0271,ให้,hai,hai,לתת / עבור,give / for,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",hai,לתת / עבור,
vocab_0272,ช่วย,choo-ay,choo-ay,לעזור,help,medium_normalized_match,3,True,"תומר 7,csv.txt","תומר 7,csv.txt",choo-ay,לעזור,
vocab_0273,บอก,bork,bork,להגיד / לספר,tell,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",bork,להגיד / לספר,
vocab_0274,ถาม,tam,tam,לשאול,ask,high_context_disambiguated,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",tam,לשאול,
vocab_0275,ยิ้ม,yim,yim,לחייך,smile,high,1,True,"תומר 7,csv.txt","תומר 7,csv.txt",yim,לחייך,
vocab_0276,ร้องไห้,rong¹-hai³,rong-hai,לבכות,cry,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",rong¹-hai³,לבכות,
vocab_0277,อิจฉา,it²-chaa¹,it-chaa,לקנא,envy / jealous,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",it²-chaa¹,לקנא,
vocab_0278,โมโห,mo¹-ho¹,mo-ho,עצבני,angry / annoyed,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",mo¹-ho¹,עצבני,
vocab_0279,รำคาญ,ram¹-kaan¹,ram-kaan,מעצבן,annoyed / annoying,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",ram¹-kaan¹,מעצבן,
vocab_0280,หวัง,wang¹,wang,לקוות,hope,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",wang¹,לקוות,
vocab_0281,มั่นใจ,man¹-jai¹,man-jai,בטוח,confident,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",man¹-jai¹,בטוח,
vocab_0282,น่าสงสาร,naa³-song⁵-saan¹,naa-song-saan,מסכן,pitiful / poor thing,medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",naa³-song⁵-saan¹,מסכן,
vocab_0283,ภูมิใจ,pum¹-jai¹,pum-jai,גאה,proud,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",pum¹-jai¹,גאה,
vocab_0284,เสียดาย,sia⁵-daai¹,sia-daai,חבל / בזבוז,what a pity / waste,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",sia⁵-daai¹,חבל / בזבוז,
vocab_0285,,dtun²-dten³,tun-ten,מתרגש,,needs_review_no_script,review_queue,False,"תומר 8,csv.txt","תומר 8,csv.txt",dtun²-dten³,מתרגש,
vocab_0286,ง่วง,nguang³,nguang,ישנוני,sleepy,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",nguang³,ישנוני,
vocab_0287,ตกใจ,dtok²-jai¹,tok-jai,מבוהל,shocked / startled,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",dtok²-jai¹,מבוהל,
vocab_0288,รวม,ruam¹,ruam,ביחד,together / include,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",ruam¹,ביחד,
vocab_0289,ชื่อจริง,cheuu³-jing¹,cheuu-jing,שם אמיתי,real name,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",cheuu³-jing¹,שם אמיתי,
vocab_0290,ชื่อเล่น,cheuu³-len³,cheuu-len,כינוי,nickname,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",cheuu³-len³,כינוי,
vocab_0291,นามสกุล,naam¹-sa¹-kun¹,naam-sa-kun,שם משפחה,surname,medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",naam¹-sa¹-kun¹,שם משפחה,
vocab_0292,คือ,keuu¹,keuu,זה / הוא (הגדרה),is / means,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",keuu¹,זה / הוא (הגדרה),
vocab_0293,เบื่อ,beaua²,beaua,משעמם,bored,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",beaua²,משעמם,
vocab_0294,สมอง,sa¹-mawng¹,sa-mawng,מוח,brain,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",sa¹-mawng¹,מוח,
vocab_0295,สมองไม่ทำงาน,sa¹-mawng¹ mai³ tam¹-ngaan¹,sa-mawng mai tam-ngaan,המוח לא עובד,brain not working,medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",sa¹-mawng¹ mai³ tam¹-ngaan¹,המוח לא עובד,
vocab_0296,บน,bon¹,bon,על (מעל),on / above,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",bon¹,על (מעל),
vocab_0297,ต่อไป,dtor²-bpai¹,tor-pai,הבא,next,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",dtor²-bpai¹,הבא,
vocab_0298,เห็น,hen¹,hen,רואה,see,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",hen¹,רואה,
vocab_0299,หน้าต่าง,naa³-dtang²,naa-tang,חלון,window,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",naa³-dtang²,חלון,
vocab_0300,ห้อง,hawng³,hawng,חדר,room,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",hawng³,חדר,
vocab_0301,พ่อแม่,poh³-mae³,poh-mae,הורים,parents,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",poh³-mae³,הורים,
vocab_0302,กับข้าว,kap²-kaao³,kap-kaao,אוכל (שאוכלים עם אורז),food eaten with rice,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",kap²-kaao³,אוכל (שאוכלים עם אורז),
vocab_0303,นักเรียน,nag²-rian¹,nag-rian,סטודנט / תלמיד,student,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",nag²-rian¹,סטודנט / תלמיד,
vocab_0304,ร้านอาหาร,raan³-aa¹-haan⁵,raan-aa-haan,מסעדה,restaurant,medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",raan³-aa¹-haan⁵,מסעדה,
vocab_0305,เจ้าของ,jao³-kawng¹,jao-kawng,הבעלים,owner,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",jao³-kawng¹,הבעלים,
vocab_0306,แม่,mae³,mae,אמא,mother,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",mae³,אמא,
vocab_0307,ผู้หญิง,puu³-ying⁵,puu-ying,אישה / נקבה,woman / female,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",puu³-ying⁵,אישה / נקבה,
vocab_0308,ผู้ชาย,puu³-chaai¹,puu-chaai,גבר / זכר,man / male,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",puu³-chaai¹,גבר / זכר,
vocab_0309,ในหลวง,nai¹-lu-ang¹,nai-lu-ang,המלך,king,medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",nai¹-lu-ang¹,המלך,
vocab_0310,พระเจ้าอยู่หัว,pra¹-jao³-yuu²-hua¹,pra-jao-yuu-hua,המלך (תואר רשמי),king (formal title),medium_normalized_match,4,True,"תומר 8,csv.txt","תומר 8,csv.txt",pra¹-jao³-yuu²-hua¹,המלך (תואר רשמי),
vocab_0311,หมู,moo²,moo,קבוצה,pork / pig,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",moo²,קבוצה,
vocab_0312,ชาวเผ่า,chaao¹-pao¹,chaao-pao,אנשי שבט,tribal people,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",chaao¹-pao¹,אנשי שבט,
vocab_0313,ดอย,doi¹,doi,הר,mountain,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",doi¹,הר,
vocab_0314,ภูเขา,puu¹-kao¹,puu-kao,הר,mountain,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",puu¹-kao¹,הר,
vocab_0315,ปลา,paa³,paa,בד / בגד,fish,high,1,True,"תומר 8,csv.txt","תומר 8,csv.txt",paa³,בד / בגד,
vocab_0316,ตลาดนัด,dtalard²-nat¹,talard-nat,שוק,market,medium_normalized_match,3,True,"תומר 8,csv.txt","תומר 8,csv.txt",dtalard²-nat¹,שוק,
vocab_0317,อีก,iig(2),iig,שוב (Again),again / more,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",iig(2),שוב (Again),
vocab_0318,พักผ่อน,pag-pawn(2-2),pag-pawn,לנוח,rest,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",pag-pawn(2-2),לנוח,
vocab_0319,ไปเที่ยว,bpai-tiao(1-3),pai-tiao,לטייל / להסתובב בכיף,go out / travel for fun,medium_normalized_match,3,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",bpai-tiao(1-3),לטייל / להסתובב בכיף,
vocab_0320,เสร็จ,sed(2),sed,סיים / נגמר,finish / done,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",sed(2),סיים / נגמר,
vocab_0321,หมด,mod(2),mod,הכל נגמר / אזל,finished / used up,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",mod(2),הכל נגמר / אזל,
vocab_0322,ตื่น,theung(2),theung,להתעורר,wake up,high,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",theung(2),להתעורר,
vocab_0323,หลง,long(1),long,ללכת לאיבוד,lost,high_context_disambiguated,2,True,"אלמוג 1,CSV.txt","אלמוג 1,CSV.txt",long(1),ללכת לאיבוד,
